# zmin,zmax, thetamin,thetamax, lambdamin,lambdamax, timemin,timemax, wxmin,wxmax, wzmin,wzmax, val,relerr
9.2,10.4, 59,59.5, 0,0.1, 0,0.1, 0.94,0.95, 0.01,0.03, 1.87875e+19,5.56277
9.2,10.4, 57,57.5, 2.6,2.8, 1.5,2, 0.75,0.8, 0.01,0.03, 5.93262e+16,8.84126
12.8,14, 57,57.5, 2.4,2.6, 1.5,2, 0.75,0.8, 0,0.01, 1.07258e+17,8.02295
15.2,16.4, 60.5,61, 2.4,2.6, 1.5,2, 0.8,0.85, 0,0.01, 1.49058e+17,8.24399
14,15.2, 59.5,60, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0,0.01, 1.88596e+18,6.85985
17.6,18.8, 59,59.5, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0.01,0.03, 1.23177e+18,7.10249
17.6,18.8, 59.5,60, 1.7,1.8, 0.9,1, 0.8,0.85, 0.01,0.03, 9.3124e+17,7.39706
15.2,16.4, 57.5,58, 2.2,2.4, 1.2,1.3, 0.8,0.85, 0.01,0.03, 5.92885e+17,8.12278
11.6,12.8, 57,57.5, 2.6,2.8, 1.4,1.5, 0.8,0.85, 0,0.01, 1.36852e+18,6.53746
12.8,14, 61,61.5, 2.6,2.8, 1.4,1.5, 0.85,0.88, 0,0.01, 1.3825e+18,9.00682
11.6,12.8, 59,59.5, 2.6,2.8, 1.4,1.5, 0.8,0.85, 0,0.01, 8.24341e+17,9.21953
17.6,18.8, 60.5,61, 1,1.1, 0.5,0.6, 0.85,0.88, 0.03,0.05, 1.76343e+18,9.71576
15.2,16.4, 58.5,59, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 3.80086e+15,7.22003
11.6,12.8, 61.5,62, 1.4,1.5, 0.7,0.8, 0.85,0.88, 0,0.01, 3.16484e+18,8.86599
8,9.2, 58,58.5, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.01,0.03, 8.85384e+17,9.41132
9.2,10.4, 59.5,60, 1.1,1.2, 0.5,0.6, 0.85,0.88, 0.01,0.03, 1.75896e+18,9.16678
14,15.2, 59.5,60, 3.5,4, 1.5,2, 0.85,0.88, 0.01,0.03, 5.48274e+16,8.06906
17.6,18.8, 59.5,60, 0.3,0.4, 0.1,0.2, 0.85,0.88, 0.01,0.03, 2.61509e+18,9.89678
11.6,12.8, 57.5,58, 1.2,1.3, 0.6,0.7, 0.85,0.88, 0,0.01, 3.07561e+18,9.24066
18.8,20, 59,59.5, 1.4,1.5, 0.7,0.8, 0.88,0.9, 0.03,0.05, 2.40031e+18,8.76236
18.8,20, 59.5,60, 1.4,1.5, 0.7,0.8, 0.88,0.9, 0.03,0.05, 1.71172e+18,8.64505
11.6,12.8, 57,57.5, 2,2.2, 1,1.1, 0.85,0.88, 0,0.01, 1.59318e+18,7.78619
17.6,18.8, 58.5,59, 1.2,1.3, 0.6,0.7, 0.88,0.9, 0.01,0.03, 2.66404e+18,7.83579
12.8,14, 58.5,59, 1.4,1.5, 0.7,0.8, 0.88,0.9, 0,0.01, 5.31217e+18,8.41874
11.6,12.8, 57.5,58, 2,2.2, 1,1.1, 0.85,0.88, 0,0.01, 1.81027e+18,7.73802
12.8,14, 61,61.5, 1.2,1.3, 0.6,0.7, 0.9,0.91, 0,0.01, 7.19256e+18,9.10777
16.4,17.6, 60,60.5, 2.4,2.6, 1.2,1.3, 0.88,0.9, 0.01,0.03, 1.53098e+18,7.88429
11.6,12.8, 57.5,58, 2.6,2.8, 1.3,1.4, 0.85,0.88, 0,0.01, 2.27024e+18,7.66787
11.6,12.8, 60,60.5, 3,3.5, 2,3, 0.8,0.85, 0.01,0.03, 1.34873e+16,7.52579
10.4,11.6, 61,61.5, 3.5,4, 2,3, 0.85,0.88, 0.01,0.03, 3.99106e+16,5.63981
11.6,12.8, 58,58.5, 2.6,2.8, 1.5,2, 0.8,0.85, 0.01,0.03, 9.51297e+16,8.36902
15.2,16.4, 57.5,58, 2.8,3, 1.5,2, 0.8,0.85, 0.01,0.03, 1.83801e+17,5.395
14,15.2, 60.5,61, 5,7.5, 4,5, 0.8,0.85, 0,0.01, 2.10814e+15,9.77846
9.2,10.4, 57.5,58, 3,3.5, 1.5,2, 0.8,0.85, 0.01,0.03, 2.9659e+17,2.99371
10.4,11.6, 58.5,59, 2.6,2.8, 1.4,1.5, 0.85,0.88, 0,0.01, 1.05109e+18,9.58146
17.6,18.8, 59,59.5, 2.4,2.6, 1.4,1.5, 0.85,0.88, 0.01,0.03, 7.2663e+17,7.91483
18.8,20, 59.5,60, 0.7,0.8, 0.3,0.4, 0.85,0.88, 0.03,0.05, 1.57378e+18,9.44261
18.8,20, 59.5,60, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.03,0.05, 1.60802e+18,8.09459
9.2,10.4, 58,58.5, 1.2,1.3, 0.8,0.9, 0.75,0.8, 0.01,0.03, 4.70286e+17,8.57335
14,15.2, 57.5,58, 1.1,1.2, 0.7,0.8, 0.75,0.8, 0,0.01, 1.48031e+18,7.91992
9.2,10.4, 61,61.5, 1.1,1.2, 0.7,0.8, 0.8,0.85, 0.01,0.03, 9.04711e+17,6.72204
12.8,14, 60.5,61, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0,0.01, 2.11635e+18,6.95284
11.6,12.8, 57.5,58, 1.2,1.3, 0.8,0.9, 0.75,0.8, 0,0.01, 7.93471e+17,9.50401
17.6,18.8, 57,57.5, 1.2,1.3, 0.8,0.9, 0.75,0.8, 0.01,0.03, 5.34712e+17,8.59983
9.2,10.4, 57,57.5, 1.1,1.2, 0.7,0.8, 0.75,0.8, 0.01,0.03, 7.64384e+17,6.5089
10.4,11.6, 60.5,61, 1,1.1, 0.6,0.7, 0.8,0.85, 0.01,0.03, 1.15865e+18,6.47369
17.6,18.8, 60.5,61, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 3.06919e+18,9.75859
17.6,18.8, 57.5,58, 1.8,1.9, 1,1.1, 0.8,0.85, 0.01,0.03, 5.88361e+17,7.80542
10.4,11.6, 61,61.5, 2.4,2.6, 1.3,1.4, 0.8,0.85, 0.01,0.03, 4.88523e+17,9.30202
16.4,17.6, 58,58.5, 2,2.2, 1.2,1.3, 0.8,0.85, 0.01,0.03, 4.97853e+17,6.68094
18.8,20, 58,58.5, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 2.97893e+15,7.22584
14,15.2, 60.5,61, 1.5,1.6, 0.8,0.9, 0.85,0.88, 0,0.01, 3.21923e+18,7.79444
12.8,14, 60.5,61, 0,0.1, 0,0.1, 0.7,0.75, 0,0.01, 1.32575e+19,3.09611
10.4,11.6, 60,60.5, 0,0.1, 0,0.1, 0.7,0.75, 0,0.01, 7.96442e+18,4.32854
17.6,18.8, 58.5,59, 1,1.1, 0.7,0.8, 0.8,0.85, 0.03,0.05, 3.36412e+17,9.33206
15.2,16.4, 60.5,61, 1,1.1, 0.6,0.7, 0.85,0.88, 0.01,0.03, 1.48995e+18,8.13404
11.6,12.8, 59,59.5, 0.1,0.2, 0,0.1, 0.8,0.85, 0.01,0.03, 2.9076e+18,7.9234
9.2,10.4, 59,59.5, 0,0.1, 0,0.1, 0.65,0.7, 0.05,0.07, 1.1714e+18,9.4865
15.2,16.4, 59.5,60, 1.3,1.4, 0.7,0.8, 0.8,0.85, 0,0.01, 1.90507e+18,7.86876
16.4,17.6, 58.5,59, 3.5,4, 1.5,2, 0.8,0.85, 0.01,0.03, 6.65656e+16,7.03353
16.4,17.6, 61,61.5, 1.4,1.5, 0.7,0.8, 0.85,0.88, 0.01,0.03, 3.10434e+18,6.37611
15.2,16.4, 58,58.5, 0.2,0.3, 0.1,0.2, 0.8,0.85, 0,0.01, 3.43926e+18,9.89162
11.6,12.8, 60,60.5, 0.2,0.3, 0.1,0.2, 0.8,0.85, 0.01,0.03, 1.66404e+18,9.86997
8,9.2, 59.5,60, 5,7.5, 3,4, 0.85,0.88, 0.01,0.03, 1.10177e+16,4.25314
15.2,16.4, 60.5,61, 3,3.5, 1.5,2, 0.88,0.9, 0.01,0.03, 4.51512e+17,3.3219
16.4,17.6, 58.5,59, 3.5,4, 2,3, 0.85,0.88, 0.01,0.03, 1.31598e+17,2.92248
10.4,11.6, 61.5,62, 3,3.5, 1.5,2, 0.88,0.9, 0,0.01, 3.20973e+17,7.53858
12.8,14, 59.5,60, 2.6,2.8, 1.4,1.5, 0.88,0.9, 0,0.01, 1.67076e+18,8.47149
18.8,20, 59.5,60, 2.8,3, 1.5,2, 0.88,0.9, 0.03,0.05, 1.43606e+17,7.37775
15.2,16.4, 58.5,59, 0,0.1, 0,0.1, 0.9,0.91, 0,0.01, 5.46072e+19,6.42183
9.2,10.4, 60.5,61, 1.1,1.2, 0.8,0.9, 0.85,0.88, 0.01,0.03, 8.52617e+17,8.25506
12.8,14, 58.5,59, 7.5,10, 4,5, 0.8,0.85, 0,0.01, 6.76293e+15,6.73127
14,15.2, 58.5,59, 2.6,2.8, 1.5,2, 0.85,0.88, 0,0.01, 7.59575e+17,4.26534
15.2,16.4, 57.5,58, 2.2,2.4, 1.3,1.4, 0.8,0.85, 0.01,0.03, 3.35382e+17,7.88321
16.4,17.6, 58,58.5, 1.7,1.8, 1.1,1.2, 0.8,0.85, 0.01,0.03, 4.94442e+17,8.30774
14,15.2, 57,57.5, 2,2.2, 1.2,1.3, 0.8,0.85, 0,0.01, 8.32738e+17,7.40655
12.8,14, 59.5,60, 1,1.1, 0.7,0.8, 0.85,0.88, 0,0.01, 1.65321e+18,9.93983
10.4,11.6, 57,57.5, 0.9,1, 0.7,0.8, 0.8,0.85, 0.01,0.03, 5.602e+17,9.84198
9.2,10.4, 57,57.5, 0.9,1, 0.6,0.7, 0.8,0.85, 0.01,0.03, 7.71387e+17,7.28512
16.4,17.6, 59,59.5, 2.8,3, 1.5,2, 0.85,0.88, 0.01,0.03, 5.60857e+17,4.16256
9.2,10.4, 59.5,60, 2.6,2.8, 1.5,2, 0.85,0.88, 0.01,0.03, 3.54284e+17,4.53762
14,15.2, 57,57.5, 3.5,4, 1.5,2, 0.8,0.85, 0,0.01, 2.20163e+17,4.89245
14,15.2, 57.5,58, 1.5,1.6, 0.8,0.9, 0.8,0.85, 0.01,0.03, 5.09797e+17,9.46712
16.4,17.6, 58,58.5, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 2.1964e+18,5.60444
16.4,17.6, 57,57.5, 2,2.2, 1,1.1, 0.8,0.85, 0.01,0.03, 1.00128e+18,5.44455
15.2,16.4, 58,58.5, 2.4,2.6, 1.2,1.3, 0.85,0.88, 0,0.01, 2.07775e+18,8.27934
17.6,18.8, 58,58.5, 1,1.1, 0.7,0.8, 0.75,0.8, 0.01,0.03, 3.65049e+17,8.33395
10.4,11.6, 57,57.5, 1.5,1.6, 0.9,1, 0.75,0.8, 0.01,0.03, 6.16517e+17,9.28606
14,15.2, 59,59.5, 1.1,1.2, 0.8,0.9, 0.8,0.85, 0,0.01, 1.17525e+18,7.00499
16.4,17.6, 58.5,59, 1.2,1.3, 0.8,0.9, 0.75,0.8, 0.01,0.03, 3.86749e+17,9.30813
12.8,14, 59.5,60, 1.1,1.2, 0.7,0.8, 0.8,0.85, 0,0.01, 2.2905e+18,6.60146
12.8,14, 58,58.5, 1.6,1.7, 1,1.1, 0.75,0.8, 0,0.01, 6.34738e+17,9.62152
10.4,11.6, 59,59.5, 1.7,1.8, 1,1.1, 0.8,0.85, 0.01,0.03, 5.85279e+17,8.71554
14,15.2, 61,61.5, 2.6,2.8, 1.5,2, 0.8,0.85, 0,0.01, 2.43413e+17,5.56273
8,9.2, 59.5,60, 2.4,2.6, 1.5,2, 0.8,0.85, 0.01,0.03, 6.0951e+16,8.15157
17.6,18.8, 59.5,60, 1.1,1.2, 0.7,0.8, 0.8,0.85, 0.01,0.03, 1.0118e+18,7.40795
15.2,16.4, 60,60.5, 1,1.1, 0.6,0.7, 0.8,0.85, 0,0.01, 1.54959e+18,9.0735
11.6,12.8, 57,57.5, 1.6,1.7, 0.9,1, 0.75,0.8, 0.01,0.03, 3.41142e+17,9.99063
9.2,10.4, 60,60.5, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0.01,0.03, 1.08704e+18,6.89738
12.8,14, 61.5,62, 1,1.1, 0.6,0.7, 0.8,0.85, 0,0.01, 1.87845e+18,6.32279
12.8,14, 58.5,59, 0.9,1, 0.6,0.7, 0.75,0.8, 0,0.01, 1.06695e+18,8.02327
14,15.2, 60,60.5, 1.3,1.4, 0.8,0.9, 0.8,0.85, 0,0.01, 1.42883e+18,7.70869
11.6,12.8, 61,61.5, 1.3,1.4, 0.8,0.9, 0.8,0.85, 0.01,0.03, 4.82067e+17,9.86277
12.8,14, 57.5,58, 2,2.2, 1.1,1.2, 0.75,0.8, 0,0.01, 8.28968e+17,9.61958
12.8,14, 59.5,60, 2.4,2.6, 1.4,1.5, 0.8,0.85, 0,0.01, 8.7527e+17,7.77828
16.4,17.6, 59.5,60, 1.7,1.8, 0.9,1, 0.8,0.85, 0.01,0.03, 1.06166e+18,6.78566
17.6,18.8, 60,60.5, 1.7,1.8, 0.9,1, 0.8,0.85, 0.01,0.03, 8.97735e+17,8.08785
17.6,18.8, 57.5,58, 0.9,1, 0.5,0.6, 0.75,0.8, 0.01,0.03, 1.51633e+18,6.98602
14,15.2, 61,61.5, 1.4,1.5, 0.7,0.8, 0.8,0.85, 0,0.01, 1.74594e+18,8.14976
14,15.2, 61,61.5, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0,0.01, 2.26772e+18,9.12784
14,15.2, 61.5,62, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0,0.01, 1.74094e+18,8.01854
9.2,10.4, 57.5,58, 0.7,0.8, 0.4,0.5, 0.75,0.8, 0.01,0.03, 8.60641e+17,8.81502
17.6,18.8, 57.5,58, 1.5,1.6, 0.8,0.9, 0.75,0.8, 0.01,0.03, 8.62288e+17,7.03755
12.8,14, 60,60.5, 1.5,1.6, 0.8,0.9, 0.8,0.85, 0,0.01, 2.96322e+18,6.40131
16.4,17.6, 61,61.5, 1.8,1.9, 0.9,1, 0.8,0.85, 0.01,0.03, 7.34283e+17,9.04458
10.4,11.6, 61,61.5, 3,3.5, 1.5,2, 0.8,0.85, 0.01,0.03, 1.22567e+17,4.50024
10.4,11.6, 60.5,61, 3.5,4, 1.5,2, 0.8,0.85, 0.01,0.03, 4.99333e+16,9.31961
10.4,11.6, 57,57.5, 1.2,1.3, 0.6,0.7, 0.75,0.8, 0.01,0.03, 1.07417e+18,8.25351
15.2,16.4, 57,57.5, 1,1.1, 0.5,0.6, 0.75,0.8, 0,0.01, 1.82966e+18,9.79037
11.6,12.8, 61,61.5, 5,7.5, 2,3, 0.8,0.85, 0,0.01, 5.64584e+15,7.83103
17.6,18.8, 57.5,58, 5,7.5, 3,4, 0.8,0.85, 0.03,0.05, 1.34031e+15,9.67466
9.2,10.4, 57,57.5, 1,1.1, 0.6,0.7, 0.8,0.85, 0.01,0.03, 1.28224e+18,6.30734
18.8,20, 59,59.5, 1.1,1.2, 0.7,0.8, 0.85,0.88, 0.03,0.05, 8.17119e+17,9.9518
16.4,17.6, 58,58.5, 2.4,2.6, 1.3,1.4, 0.8,0.85, 0.01,0.03, 7.57331e+17,7.34803
11.6,12.8, 60.5,61, 2,2.2, 1.2,1.3, 0.85,0.88, 0,0.01, 6.26708e+17,9.46689
15.2,16.4, 58,58.5, 2,2.2, 1.2,1.3, 0.8,0.85, 0.01,0.03, 3.21769e+17,8.95536
11.6,12.8, 58,58.5, 3,3.5, 2,3, 0.8,0.85, 0.01,0.03, 1.40061e+16,8.59997
14,15.2, 59,59.5, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 8.71901e+17,9.74777
17.6,18.8, 59.5,60, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0.03,0.05, 9.95073e+17,7.98752
10.4,11.6, 60.5,61, 3.5,4, 2,3, 0.88,0.9, 0,0.01, 7.71573e+16,6.12745
11.6,12.8, 61,61.5, 3,3.5, 1.5,2, 0.88,0.9, 0,0.01, 1.23719e+18,3.09416
17.6,18.8, 61,61.5, 4,5, 3,4, 0.8,0.85, 0.01,0.03, 2.55255e+15,9.58008
11.6,12.8, 57.5,58, 1.2,1.3, 0.7,0.8, 0.75,0.8, 0.01,0.03, 6.8646e+17,8.69216
15.2,16.4, 60,60.5, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 1.38446e+18,7.45002
15.2,16.4, 60,60.5, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 3.5019e+15,7.17364
18.8,20, 59.5,60, 1.6,1.7, 0.8,0.9, 0.8,0.85, 0.03,0.05, 9.4896e+17,7.5994
11.6,12.8, 60,60.5, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 2.07687e+15,9.13483
10.4,11.6, 61,61.5, 1.1,1.2, 0.6,0.7, 0.8,0.85, 0,0.01, 1.30179e+18,8.23111
18.8,20, 60,60.5, 1.4,1.5, 0.7,0.8, 0.8,0.85, 0.03,0.05, 1.09999e+18,7.86165
15.2,16.4, 58,58.5, 1.8,1.9, 0.9,1, 0.8,0.85, 0.01,0.03, 9.8516e+17,8.31809
8,9.2, 59.5,60, 5,7.5, 2,3, 0.85,0.88, 0.01,0.03, 8.55054e+15,5.5932
17.6,18.8, 58.5,59, 2,2.2, 1.1,1.2, 0.85,0.88, 0.01,0.03, 8.61834e+17,6.98353
9.2,10.4, 60,60.5, 1.9,2, 1,1.1, 0.85,0.88, 0.01,0.03, 1.03379e+18,8.08762
15.2,16.4, 57.5,58, 2.6,2.8, 1.4,1.5, 0.8,0.85, 0,0.01, 6.59169e+17,9.3456
12.8,14, 58.5,59, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0,0.01, 2.65803e+18,9.18471
17.6,18.8, 59.5,60, 0.1,0.2, 0,0.1, 0.88,0.9, 0.01,0.03, 5.98429e+18,9.16551
11.6,12.8, 61,61.5, 0,0.1, 0,0.1, 0.99,1, 0.03,0.05, 1.38122e+19,9.45557
18.8,20, 61,61.5, 0,0.1, 0,0.1, 0.98,0.99, 0.03,0.05, 4.31371e+18,9.50767
14,15.2, 58,58.5, 0,0.1, 0,0.1, 0.97,0.98, 0.01,0.03, 1.10727e+19,9.35219
15.2,16.4, 61,61.5, 0,0.1, 0,0.1, 0.98,0.99, 0.03,0.05, 9.77397e+18,8.18612
18.8,20, 59,59.5, 0,0.1, 0,0.1, 0.98,0.99, 0.05,0.07, 4.5861e+18,8.90573
17.6,18.8, 58,58.5, 0,0.1, 0,0.1, 0.94,0.95, 0.05,0.07, 5.33079e+18,9.61716
11.6,12.8, 61,61.5, 2.2,2.4, 1.1,1.2, 0.85,0.88, 0,0.01, 1.10512e+18,9.02542
11.6,12.8, 60.5,61, 2.2,2.4, 1.1,1.2, 0.85,0.88, 0,0.01, 1.41925e+18,9.10041
16.4,17.6, 57,57.5, 0,0.1, 0,0.1, 0.93,0.94, 0.03,0.05, 1.16465e+19,6.95887
9.2,10.4, 59.5,60, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 6.19299e+15,5.25403
10.4,11.6, 57,57.5, 1.2,1.3, 0.8,0.9, 0.8,0.85, 0.01,0.03, 7.90215e+17,9.28617
15.2,16.4, 57.5,58, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 1.5217e+18,7.45187
17.6,18.8, 58,58.5, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.03,0.05, 9.55401e+17,8.19608
11.6,12.8, 59.5,60, 0.2,0.3, 0.1,0.2, 0.85,0.88, 0,0.01, 6.52559e+18,9.0334
9.2,10.4, 57.5,58, 1.3,1.4, 0.7,0.8, 0.88,0.9, 0.01,0.03, 1.23546e+18,9.97352
14,15.2, 57.5,58, 1.3,1.4, 0.7,0.8, 0.88,0.9, 0,0.01, 2.20394e+18,9.70109
12.8,14, 59,59.5, 1.1,1.2, 0.5,0.6, 0.88,0.9, 0,0.01, 4.87659e+18,7.71923
9.2,10.4, 57,57.5, 0.2,0.3, 0.1,0.2, 0.8,0.85, 0.01,0.03, 3.47958e+18,6.80061
14,15.2, 58,58.5, 5,7.5, 3,4, 0.85,0.88, 0,0.01, 6.13924e+16,2.60171
18.8,20, 58,58.5, 1.4,1.5, 1,1.1, 0.8,0.85, 0.03,0.05, 3.35653e+17,9.21682
9.2,10.4, 58,58.5, 1.3,1.4, 0.9,1, 0.75,0.8, 0.01,0.03, 3.22311e+17,9.09177
17.6,18.8, 58.5,59, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 5.29849e+15,5.603
17.6,18.8, 57.5,58, 2.8,3, 1.5,2, 0.8,0.85, 0.01,0.03, 2.83506e+17,4.32064
16.4,17.6, 61,61.5, 1.8,1.9, 0.9,1, 0.85,0.88, 0.01,0.03, 1.56821e+18,7.91648
9.2,10.4, 61,61.5, 4,5, 2,3, 0.85,0.88, 0.01,0.03, 4.63163e+16,3.56935
16.4,17.6, 59,59.5, 0.1,0.2, 0,0.1, 0.8,0.85, 0.01,0.03, 5.93986e+18,7.77645
9.2,10.4, 61,61.5, 1.4,1.5, 1,1.1, 0.8,0.85, 0.01,0.03, 3.44775e+17,9.50957
15.2,16.4, 58,58.5, 2.8,3, 1.5,2, 0.8,0.85, 0,0.01, 2.69665e+17,6.33238
11.6,12.8, 59.5,60, 2.2,2.4, 1.5,2, 0.8,0.85, 0,0.01, 1.27484e+17,6.90282
17.6,18.8, 60.5,61, 2.4,2.6, 1.5,2, 0.8,0.85, 0.01,0.03, 1.29925e+17,6.65298
11.6,12.8, 58.5,59, 2.6,2.8, 1.5,2, 0.8,0.85, 0,0.01, 2.79256e+17,6.78954
16.4,17.6, 60,60.5, 0.9,1, 0.7,0.8, 0.8,0.85, 0.01,0.03, 4.88732e+17,7.63805
14,15.2, 57,57.5, 0.9,1, 0.7,0.8, 0.75,0.8, 0,0.01, 7.21585e+17,9.62278
9.2,10.4, 58,58.5, 1.9,2, 1.2,1.3, 0.8,0.85, 0.01,0.03, 4.06372e+17,9.38437
16.4,17.6, 59.5,60, 1.7,1.8, 1.1,1.2, 0.8,0.85, 0.01,0.03, 4.11726e+17,9.2386
12.8,14, 60,60.5, 1.3,1.4, 0.9,1, 0.8,0.85, 0,0.01, 1.13183e+18,8.21307
17.6,18.8, 61,61.5, 1.1,1.2, 0.7,0.8, 0.8,0.85, 0.01,0.03, 8.16715e+17,8.22705
16.4,17.6, 60,60.5, 1.2,1.3, 0.8,0.9, 0.8,0.85, 0.01,0.03, 8.65188e+17,7.16702
14,15.2, 58.5,59, 1.4,1.5, 0.9,1, 0.8,0.85, 0,0.01, 1.21204e+18,7.76426
9.2,10.4, 58,58.5, 1.7,1.8, 1,1.1, 0.8,0.85, 0.01,0.03, 5.99212e+17,7.44186
15.2,16.4, 60.5,61, 2,2.2, 1.3,1.4, 0.8,0.85, 0.01,0.03, 1.42432e+17,9.72296
17.6,18.8, 57.5,58, 1.3,1.4, 0.8,0.9, 0.8,0.85, 0.01,0.03, 8.8277e+17,7.67367
9.2,10.4, 58,58.5, 1.1,1.2, 0.7,0.8, 0.8,0.85, 0.01,0.03, 1.19386e+18,6.18541
14,15.2, 58,58.5, 1.9,2, 1.1,1.2, 0.8,0.85, 0,0.01, 9.71035e+17,9.44087
15.2,16.4, 59,59.5, 1.6,1.7, 1,1.1, 0.8,0.85, 0.01,0.03, 4.32538e+17,9.33842
9.2,10.4, 58,58.5, 1.6,1.7, 1,1.1, 0.8,0.85, 0.01,0.03, 6.58487e+17,8.32118
16.4,17.6, 57.5,58, 1.4,1.5, 0.9,1, 0.8,0.85, 0.01,0.03, 6.82509e+17,7.3023
14,15.2, 58.5,59, 0.9,1, 0.6,0.7, 0.8,0.85, 0,0.01, 1.75774e+18,7.22224
11.6,12.8, 60,60.5, 1,1.1, 0.6,0.7, 0.8,0.85, 0,0.01, 2.05869e+18,7.28723
15.2,16.4, 58,58.5, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0.01,0.03, 1.00177e+18,6.22257
10.4,11.6, 60,60.5, 1.3,1.4, 0.8,0.9, 0.8,0.85, 0.01,0.03, 8.74994e+17,7.18473
15.2,16.4, 58,58.5, 1.6,1.7, 0.9,1, 0.8,0.85, 0.01,0.03, 7.92081e+17,7.19026
14,15.2, 58.5,59, 1.8,1.9, 1,1.1, 0.8,0.85, 0,0.01, 1.43005e+18,9.48331
14,15.2, 60,60.5, 1.5,1.6, 0.8,0.9, 0.8,0.85, 0,0.01, 2.28611e+18,8.98038
18.8,20, 60,60.5, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0.03,0.05, 9.33623e+17,7.55058
9.2,10.4, 59,59.5, 1.6,1.7, 0.9,1, 0.8,0.85, 0.01,0.03, 1.1212e+18,6.1784
11.6,12.8, 58.5,59, 1.6,1.7, 0.9,1, 0.8,0.85, 0,0.01, 1.45483e+18,8.86294
10.4,11.6, 57,57.5, 1.9,2, 1,1.1, 0.8,0.85, 0.01,0.03, 8.51916e+17,8.29225
14,15.2, 60.5,61, 0.8,0.9, 0.5,0.6, 0.8,0.85, 0,0.01, 1.27582e+18,9.64793
18.8,20, 60.5,61, 1,1.1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 7.08203e+17,8.26973
11.6,12.8, 58.5,59, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0,0.01, 2.39998e+18,6.81864
9.2,10.4, 57.5,58, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0.01,0.03, 1.10311e+18,6.78744
12.8,14, 61.5,62, 2.2,2.4, 1.3,1.4, 0.8,0.85, 0,0.01, 5.18914e+17,9.60324
16.4,17.6, 58.5,59, 1.3,1.4, 0.7,0.8, 0.8,0.85, 0.01,0.03, 2.4202e+18,5.20987
15.2,16.4, 57,57.5, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 1.49761e+18,8.32187
11.6,12.8, 59.5,60, 1.8,1.9, 1,1.1, 0.8,0.85, 0,0.01, 1.26415e+18,9.61193
12.8,14, 58.5,59, 2.2,2.4, 1.2,1.3, 0.8,0.85, 0,0.01, 1.82277e+18,6.47535
17.6,18.8, 61,61.5, 2.4,2.6, 1.3,1.4, 0.8,0.85, 0.01,0.03, 4.39145e+17,7.72807
15.2,16.4, 58.5,59, 2.4,2.6, 1.3,1.4, 0.8,0.85, 0.01,0.03, 4.30556e+17,8.49582
16.4,17.6, 60,60.5, 1.1,1.2, 0.6,0.7, 0.8,0.85, 0.01,0.03, 2.10769e+18,4.88256
16.4,17.6, 58.5,59, 0.9,1, 0.4,0.5, 0.8,0.85, 0.01,0.03, 1.7003e+18,6.73576
8,9.2, 57.5,58, 1.3,1.4, 0.7,0.8, 0.8,0.85, 0.01,0.03, 7.21654e+17,8.23828
15.2,16.4, 59.5,60, 0.8,0.9, 0.6,0.7, 0.8,0.85, 0.01,0.03, 3.62272e+17,8.99812
12.8,14, 59,59.5, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0,0.01, 2.44955e+18,6.09454
14,15.2, 60,60.5, 1.2,1.3, 0.6,0.7, 0.8,0.85, 0.01,0.03, 8.73998e+17,9.43961
18.8,20, 59.5,60, 0.9,1, 0.5,0.6, 0.8,0.85, 0.03,0.05, 1.53802e+18,6.60611
10.4,11.6, 60.5,61, 1.3,1.4, 0.7,0.8, 0.8,0.85, 0,0.01, 1.01062e+18,8.87485
17.6,18.8, 58,58.5, 1.1,1.2, 0.6,0.7, 0.8,0.85, 0.03,0.05, 1.04089e+18,7.56137
11.6,12.8, 59,59.5, 0.9,1, 0.5,0.6, 0.8,0.85, 0.01,0.03, 1.15197e+18,8.01098
