# zmin,zmax, thetamin,thetamax, lambdamin,lambdamax, timemin,timemax, wxmin,wxmax, wzmin,wzmax, val,relerr
14,15.2, 60.5,61, 0.8,0.9, 0.4,0.5, 0.85,0.88, 0,0.01, 5.84483e+18,8.07818
17.6,18.8, 57.5,58, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.01,0.03, 2.00806e+18,6.54799
15.2,16.4, 61,61.5, 0.9,1, 0.4,0.5, 0.85,0.88, 0.01,0.03, 2.15328e+18,8.07473
17.6,18.8, 61,61.5, 0.8,0.9, 0.4,0.5, 0.85,0.88, 0.03,0.05, 1.12934e+18,8.61146
15.2,16.4, 59,59.5, 1,1.1, 0.5,0.6, 0.85,0.88, 0.01,0.03, 2.0827e+18,8.59121
9.2,10.4, 60.5,61, 0,0.1, 0,0.1, 0.88,0.9, 0.05,0.07, 5.64632e+18,9.82704
8,9.2, 57,57.5, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 1.50792e+19,2.99189
14,15.2, 59.5,60, 0,0.1, 0,0.1, 0.9,0.91, 0.01,0.03, 4.43475e+19,4.08197
9.2,10.4, 57,57.5, 0,0.1, 0,0.1, 0.88,0.9, 0.05,0.07, 5.47393e+18,8.84815
16.4,17.6, 59.5,60, 0,0.1, 0,0.1, 0.91,0.92, 0,0.01, 3.43066e+19,6.99283
12.8,14, 57,57.5, 0,0.1, 0,0.1, 0.88,0.9, 0.01,0.03, 3.17134e+19,2.94446
10.4,11.6, 60,60.5, 0,0.1, 0,0.1, 0.9,0.91, 0,0.01, 4.20377e+19,5.63043
9.2,10.4, 57.5,58, 0,0.1, 0,0.1, 0.88,0.9, 0,0.01, 6.09e+18,9.82436
18.8,20, 57.5,58, 0,0.1, 0,0.1, 0.88,0.9, 0.03,0.05, 4.01465e+19,2.99455
9.2,10.4, 59,59.5, 0,0.1, 0,0.1, 0.88,0.9, 0,0.01, 8.11026e+18,9.40114
12.8,14, 57,57.5, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 1.43797e+20,1.43172
10.4,11.6, 59,59.5, 0,0.1, 0,0.1, 0.85,0.88, 0.03,0.05, 1.3312e+19,4.39957
17.6,18.8, 59,59.5, 0,0.1, 0,0.1, 0.75,0.8, 0.05,0.07, 2.43343e+18,7.83379
15.2,16.4, 58.5,59, 0,0.1, 0,0.1, 0.7,0.75, 0.03,0.05, 2.10588e+18,8.32796
16.4,17.6, 59,59.5, 0,0.1, 0,0.1, 0.7,0.75, 0.03,0.05, 4.17785e+18,4.83106
16.4,17.6, 61.5,62, 0,0.1, 0,0.1, 0.75,0.8, 0,0.01, 5.08004e+18,5.35707
11.6,12.8, 60.5,61, 0.1,0.2, 0,0.1, 0.8,0.85, 0.01,0.03, 2.58895e+18,8.01176
15.2,16.4, 61,61.5, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 4.06414e+19,2.50173
15.2,16.4, 59.5,60, 0,0.1, 0,0.1, 0.92,0.93, 0.03,0.05, 6.77368e+18,8.71758
15.2,16.4, 59,59.5, 0,0.1, 0,0.1, 0.92,0.93, 0,0.01, 4.92856e+19,4.34106
10.4,11.6, 58.5,59, 0,0.1, 0,0.1, 0.92,0.93, 0.01,0.03, 2.72076e+19,4.4501
12.8,14, 59,59.5, 1,1.1, 0.6,0.7, 0.8,0.85, 0,0.01, 3.27132e+18,6.31871
11.6,12.8, 59,59.5, 1.3,1.4, 0.7,0.8, 0.8,0.85, 0.01,0.03, 9.82583e+17,7.96849
14,15.2, 61,61.5, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0,0.01, 2.39113e+18,6.03146
15.2,16.4, 61,61.5, 1,1.1, 0.5,0.6, 0.8,0.85, 0,0.01, 1.73341e+18,8.28754
10.4,11.6, 61,61.5, 1.5,1.6, 0.8,0.9, 0.8,0.85, 0.01,0.03, 9.57537e+17,7.34507
9.2,10.4, 59.5,60, 1.5,1.6, 0.8,0.9, 0.8,0.85, 0.01,0.03, 1.47165e+18,6.24932
9.2,10.4, 60,60.5, 1.5,1.6, 0.8,0.9, 0.8,0.85, 0.01,0.03, 1.31846e+18,6.2778
11.6,12.8, 57,57.5, 1.4,1.5, 0.7,0.8, 0.75,0.8, 0,0.01, 1.31317e+18,9.69062
8,9.2, 59,59.5, 1.3,1.4, 0.7,0.8, 0.8,0.85, 0.01,0.03, 7.14207e+17,8.94692
15.2,16.4, 59.5,60, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 4.34393e+19,1.71031
16.4,17.6, 57.5,58, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 2.07836e+19,2.31183
11.6,12.8, 57.5,58, 0.1,0.2, 0,0.1, 0.8,0.85, 0.01,0.03, 3.10801e+18,7.59312
8,9.2, 60.5,61, 0,0.1, 0,0.1, 0.88,0.9, 0.03,0.05, 2.35844e+19,3.60238
10.4,11.6, 58,58.5, 0,0.1, 0,0.1, 0.85,0.88, 0.03,0.05, 1.5154e+19,5.02749
10.4,11.6, 57.5,58, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 1.14574e+19,4.94887
11.6,12.8, 59.5,60, 0,0.1, 0,0.1, 0.88,0.9, 0.03,0.05, 6.88261e+18,7.43388
12.8,14, 60.5,61, 0,0.1, 0,0.1, 0.88,0.9, 0.01,0.03, 3.85629e+19,3.7839
17.6,18.8, 57.5,58, 0,0.1, 0,0.1, 0.85,0.88, 0.01,0.03, 5.94432e+19,2.1699
14,15.2, 57.5,58, 0.9,1, 0.4,0.5, 0.85,0.88, 0,0.01, 2.67623e+18,9.91121
8,9.2, 61,61.5, 0,0.1, 0,0.1, 0.88,0.9, 0.03,0.05, 2.41445e+19,4.06914
10.4,11.6, 60.5,61, 0,0.1, 0,0.1, 0.9,0.91, 0.03,0.05, 1.67861e+19,5.98549
18.8,20, 58.5,59, 0,0.1, 0,0.1, 0.85,0.88, 0.03,0.05, 7.29092e+19,1.98993
18.8,20, 59,59.5, 2.4,2.6, 1.5,2, 0.85,0.88, 0.03,0.05, 1.65939e+17,7.43235
12.8,14, 58.5,59, 3,3.5, 1.5,2, 0.85,0.88, 0,0.01, 1.42276e+18,2.30216
14,15.2, 59.5,60, 3,3.5, 1.5,2, 0.85,0.88, 0.01,0.03, 1.15764e+17,6.83241
17.6,18.8, 57,57.5, 3,3.5, 1.5,2, 0.85,0.88, 0.03,0.05, 6.74344e+16,9.75729
15.2,16.4, 57,57.5, 3,3.5, 1.5,2, 0.85,0.88, 0,0.01, 4.16739e+17,4.6078
11.6,12.8, 61,61.5, 2.8,3, 1.5,2, 0.88,0.9, 0.01,0.03, 3.85982e+17,7.02697
15.2,16.4, 57.5,58, 2.6,2.8, 1.5,2, 0.85,0.88, 0.01,0.03, 2.32073e+17,5.44404
11.6,12.8, 59.5,60, 1.1,1.2, 0.7,0.8, 0.85,0.88, 0,0.01, 1.52311e+18,9.79575
18.8,20, 59,59.5, 1.2,1.3, 0.7,0.8, 0.85,0.88, 0.03,0.05, 1.04755e+18,8.97458
14,15.2, 57,57.5, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0,0.01, 2.77001e+18,9.37354
16.4,17.6, 60,60.5, 1,1.1, 0.6,0.7, 0.88,0.9, 0.01,0.03, 1.18983e+18,9.19411
12.8,14, 61.5,62, 2,2.2, 1.1,1.2, 0.88,0.9, 0,0.01, 1.86111e+18,9.70108
15.2,16.4, 57,57.5, 5,7.5, 2,3, 0.85,0.88, 0.01,0.03, 1.03585e+16,5.08348
16.4,17.6, 60,60.5, 1.9,2, 1,1.1, 0.85,0.88, 0.01,0.03, 1.2407e+18,9.00613
15.2,16.4, 58,58.5, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0.01,0.03, 1.43167e+18,9.52387
9.2,10.4, 60,60.5, 0,0.1, 0,0.1, 0.85,0.88, 0.01,0.03, 7.70956e+19,1.82638
11.6,12.8, 59,59.5, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 4.25644e+18,5.2828
9.2,10.4, 60,60.5, 2,2.2, 1.3,1.4, 0.8,0.85, 0.01,0.03, 2.39078e+17,7.54872
18.8,20, 60.5,61, 0.9,1, 0.7,0.8, 0.8,0.85, 0.03,0.05, 3.42587e+17,9.06056
18.8,20, 60.5,61, 2.4,2.6, 1.5,2, 0.8,0.85, 0.03,0.05, 7.42927e+16,8.66631
18.8,20, 58.5,59, 0.9,1, 0.7,0.8, 0.8,0.85, 0.03,0.05, 4.63847e+17,8.78691
16.4,17.6, 57,57.5, 1.2,1.3, 0.8,0.9, 0.75,0.8, 0.01,0.03, 6.67081e+17,9.79095
14,15.2, 57.5,58, 1,1.1, 0.6,0.7, 0.75,0.8, 0.01,0.03, 3.5247e+17,9.45994
17.6,18.8, 58.5,59, 1.1,1.2, 0.7,0.8, 0.75,0.8, 0.01,0.03, 5.25738e+17,8.51939
15.2,16.4, 57,57.5, 1.4,1.5, 0.8,0.9, 0.75,0.8, 0,0.01, 1.09427e+18,8.22254
15.2,16.4, 57.5,58, 0.9,1, 0.5,0.6, 0.75,0.8, 0,0.01, 1.46013e+18,7.51885
10.4,11.6, 58.5,59, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 5.13229e+19,1.6432
11.6,12.8, 60.5,61, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 6.23592e+19,2.0922
15.2,16.4, 60.5,61, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 3.65522e+19,1.81298
14,15.2, 57,57.5, 3,3.5, 1.5,2, 0.75,0.8, 0,0.01, 7.55807e+16,8.52152
9.2,10.4, 61,61.5, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 1.69625e+19,2.64624
18.8,20, 59.5,60, 3.5,4, 2,3, 0.88,0.9, 0.03,0.05, 3.99698e+16,9.1943
11.6,12.8, 59,59.5, 1,1.1, 0.6,0.7, 0.88,0.9, 0.01,0.03, 8.03034e+17,9.48813
17.6,18.8, 59,59.5, 1.2,1.3, 0.7,0.8, 0.88,0.9, 0.01,0.03, 1.27249e+18,9.80121
17.6,18.8, 59.5,60, 1.1,1.2, 0.6,0.7, 0.88,0.9, 0.01,0.03, 1.54229e+18,8.61963
16.4,17.6, 58.5,59, 0,0.1, 0,0.1, 0.85,0.88, 0,0.01, 3.68085e+19,7.63589
14,15.2, 58.5,59, 0,0.1, 0,0.1, 0.85,0.88, 0,0.01, 1.39662e+20,1.93473
11.6,12.8, 60.5,61, 0,0.1, 0,0.1, 0.88,0.9, 0,0.01, 1.2652e+20,2.41017
9.2,10.4, 57.5,58, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 2.33282e+19,2.5196
11.6,12.8, 60,60.5, 0,0.1, 0,0.1, 0.85,0.88, 0.03,0.05, 6.21266e+18,8.39067
11.6,12.8, 59.5,60, 0,0.1, 0,0.1, 0.85,0.88, 0.01,0.03, 5.20307e+19,2.24794
9.2,10.4, 59,59.5, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 2.16207e+19,2.50758
9.2,10.4, 58,58.5, 0,0.1, 0,0.1, 0.8,0.85, 0.05,0.07, 3.31603e+18,6.64534
9.2,10.4, 57.5,58, 0,0.1, 0,0.1, 0.88,0.9, 0.05,0.07, 5.38219e+18,9.75765
10.4,11.6, 58.5,59, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 7.35177e+18,4.54666
10.4,11.6, 57.5,58, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 7.49881e+18,4.7756
11.6,12.8, 60.5,61, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 2.56759e+18,6.16663
16.4,17.6, 61,61.5, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 6.41893e+18,3.6828
14,15.2, 57,57.5, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 1.90614e+18,9.49482
12.8,14, 61.5,62, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 9.29068e+18,2.82966
12.8,14, 59.5,60, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.47559e+19,2.52104
10.4,11.6, 61,61.5, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.5076e+19,2.49417
11.6,12.8, 58.5,59, 0,0.1, 0,0.1, 0.7,0.75, 0.03,0.05, 2.54719e+18,8.1722
9.2,10.4, 59.5,60, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 1.13695e+19,2.94802
9.2,10.4, 58,58.5, 0,0.1, 0,0.1, 0.85,0.88, 0.03,0.05, 3.1876e+19,9.19958
15.2,16.4, 59.5,60, 1,1.1, 0.6,0.7, 0.85,0.88, 0.01,0.03, 1.17597e+18,9.47897
17.6,18.8, 61,61.5, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0.03,0.05, 1.21099e+18,8.52852
9.2,10.4, 59,59.5, 3.5,4, 1.5,2, 0.85,0.88, 0.01,0.03, 2.96604e+17,3.6434
17.6,18.8, 57.5,58, 5,7.5, 3,4, 0.85,0.88, 0.01,0.03, 2.55733e+16,2.81258
12.8,14, 57,57.5, 0,0.1, 0,0.1, 0.85,0.88, 0,0.01, 1.29917e+20,2.0428
15.2,16.4, 57.5,58, 5,7.5, 3,4, 0.85,0.88, 0,0.01, 2.74433e+16,3.85467
9.2,10.4, 58.5,59, 0.1,0.2, 0,0.1, 0.85,0.88, 0.01,0.03, 7.22911e+18,6.60699
9.2,10.4, 61,61.5, 0,0.1, 0,0.1, 0.9,0.91, 0.01,0.03, 5.98759e+19,3.59098
18.8,20, 59,59.5, 0,0.1, 0,0.1, 0.85,0.88, 0.07,0.09, 2.52767e+18,9.62708
9.2,10.4, 59.5,60, 0,0.1, 0,0.1, 0.85,0.88, 0.03,0.05, 2.99776e+19,2.96655
17.6,18.8, 59,59.5, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 3.1836e+19,2.28332
11.6,12.8, 58.5,59, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 4.54243e+18,6.51481
12.8,14, 57.5,58, 3.5,4, 2,3, 0.8,0.85, 0,0.01, 1.3516e+17,3.48001
10.4,11.6, 60.5,61, 4,5, 2,3, 0.8,0.85, 0.01,0.03, 3.56506e+16,4.83963
15.2,16.4, 59.5,60, 3,3.5, 1.5,2, 0.8,0.85, 0.01,0.03, 1.32831e+17,4.7411
12.8,14, 59,59.5, 2.6,2.8, 1.4,1.5, 0.8,0.85, 0,0.01, 1.18446e+18,6.99035
15.2,16.4, 61,61.5, 2.8,3, 1.5,2, 0.8,0.85, 0.01,0.03, 1.19871e+17,7.16634
15.2,16.4, 60,60.5, 0.8,0.9, 0.4,0.5, 0.8,0.85, 0.01,0.03, 1.25639e+18,8.07808
18.8,20, 60.5,61, 1.1,1.2, 0.5,0.6, 0.85,0.88, 0.03,0.05, 2.00629e+18,8.32947
18.8,20, 60,60.5, 1,1.1, 0.5,0.6, 0.8,0.85, 0.03,0.05, 1.60171e+18,7.37934
14,15.2, 61,61.5, 0.1,0.2, 0,0.1, 0.85,0.88, 0.01,0.03, 3.52478e+18,9.09005
16.4,17.6, 57,57.5, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 1.36018e+19,4.28388
15.2,16.4, 58.5,59, 0.1,0.2, 0,0.1, 0.8,0.85, 0.01,0.03, 4.29525e+18,5.97664
14,15.2, 57,57.5, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 4.07891e+19,1.80894
9.2,10.4, 57,57.5, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 6.3948e+19,1.52709
9.2,10.4, 58.5,59, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 2.30573e+19,2.73196
12.8,14, 60.5,61, 1.1,1.2, 0.6,0.7, 0.85,0.88, 0,0.01, 6.28051e+18,5.95853
15.2,16.4, 60.5,61, 1.2,1.3, 0.7,0.8, 0.85,0.88, 0,0.01, 2.14163e+18,9.65789
11.6,12.8, 58.5,59, 1,1.1, 0.6,0.7, 0.8,0.85, 0.01,0.03, 8.28579e+17,7.6177
15.2,16.4, 58.5,59, 1.4,1.5, 0.8,0.9, 0.8,0.85, 0,0.01, 1.40319e+18,8.12096
15.2,16.4, 60,60.5, 1.2,1.3, 0.7,0.8, 0.8,0.85, 0.01,0.03, 1.10749e+18,6.94962
16.4,17.6, 58,58.5, 2.8,3, 1.4,1.5, 0.8,0.85, 0.01,0.03, 2.79327e+17,9.73158
12.8,14, 58,58.5, 5,7.5, 2,3, 0.8,0.85, 0,0.01, 1.16431e+16,5.48569
18.8,20, 57,57.5, 5,7.5, 2,3, 0.8,0.85, 0.01,0.03, 2.31027e+15,8.1781
15.2,16.4, 57,57.5, 5,7.5, 3,4, 0.8,0.85, 0.01,0.03, 1.00239e+16,3.63378
15.2,16.4, 61,61.5, 3.5,4, 1.5,2, 0.85,0.88, 0,0.01, 7.06416e+16,9.82695
12.8,14, 59,59.5, 0.1,0.2, 0,0.1, 0.8,0.85, 0.01,0.03, 1.78612e+18,9.20582
10.4,11.6, 57.5,58, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 5.08094e+19,2.31338
10.4,11.6, 59,59.5, 0,0.1, 0,0.1, 0.9,0.91, 0.01,0.03, 3.35695e+19,4.97807
17.6,18.8, 58.5,59, 0,0.1, 0,0.1, 0.8,0.85, 0.05,0.07, 3.67435e+18,8.38648
10.4,11.6, 59.5,60, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 9.99627e+18,4.3702
16.4,17.6, 61,61.5, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 1.06281e+19,3.51378
16.4,17.6, 58,58.5, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 8.19567e+18,3.20577
17.6,18.8, 60,60.5, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 1.28597e+19,2.49158
10.4,11.6, 57,57.5, 0,0.1, 0,0.1, 0.7,0.75, 0,0.01, 1.34851e+19,3.24965
8,9.2, 60,60.5, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 7.62153e+18,3.3846
10.4,11.6, 60,60.5, 3.5,4, 2,3, 0.88,0.9, 0.01,0.03, 9.08186e+16,5.48411
10.4,11.6, 57,57.5, 2.6,2.8, 1.3,1.4, 0.8,0.85, 0.01,0.03, 7.28657e+17,7.3539
14,15.2, 57.5,58, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 5.61341e+18,3.6593
14,15.2, 59.5,60, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 3.69249e+18,4.34835
16.4,17.6, 60.5,61, 0,0.1, 0,0.1, 0.7,0.75, 0,0.01, 6.38239e+18,4.49838
18.8,20, 59.5,60, 0,0.1, 0,0.1, 0.7,0.75, 0.05,0.07, 2.77721e+18,5.84801
11.6,12.8, 60.5,61, 0,0.1, 0,0.1, 0.7,0.75, 0.01,0.03, 6.52439e+18,3.28558
18.8,20, 59,59.5, 0,0.1, 0,0.1, 0.65,0.7, 0.05,0.07, 1.47004e+18,8.84378
14,15.2, 59,59.5, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 4.09598e+18,4.06058
17.6,18.8, 59,59.5, 0,0.1, 0,0.1, 0.65,0.7, 0.03,0.05, 3.03659e+18,6.2847
16.4,17.6, 57,57.5, 0,0.1, 0,0.1, 0.6,0.65, 0.03,0.05, 1.52552e+18,8.29054
12.8,14, 60.5,61, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 3.27997e+18,4.71112
11.6,12.8, 59.5,60, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 3.12854e+18,5.1448
18.8,20, 58,58.5, 0,0.1, 0,0.1, 0.65,0.7, 0.05,0.07, 1.79721e+18,7.50525
18.8,20, 57.5,58, 0,0.1, 0,0.1, 0.65,0.7, 0.05,0.07, 1.90175e+18,6.64952
12.8,14, 59.5,60, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 3.62119e+18,4.38655
12.8,14, 60,60.5, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 3.31445e+18,4.88493
11.6,12.8, 59,59.5, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 3.51033e+18,4.80571
12.8,14, 57,57.5, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 5.82689e+18,4.35391
15.2,16.4, 60.5,61, 0,0.1, 0,0.1, 0.7,0.75, 0.03,0.05, 2.03495e+18,9.25785
11.6,12.8, 58.5,59, 0,0.1, 0,0.1, 0.65,0.7, 0.01,0.03, 3.58285e+18,4.51108
18.8,20, 60,60.5, 0,0.1, 0,0.1, 0.65,0.7, 0.05,0.07, 1.46218e+18,8.10236
9.2,10.4, 57,57.5, 0,0.1, 0,0.1, 0.65,0.7, 0.03,0.05, 4.17819e+18,5.76893
9.2,10.4, 57.5,58, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.87065e+19,2.61692
15.2,16.4, 60.5,61, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 4.78825e+19,2.38089
9.2,10.4, 57,57.5, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 2.02841e+19,2.45135
15.2,16.4, 58,58.5, 0,0.1, 0,0.1, 0.75,0.8, 0,0.01, 2.547e+19,3.02037
18.8,20, 59.5,60, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 9.72076e+18,4.06154
18.8,20, 60,60.5, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 2.07953e+19,2.77727
16.4,17.6, 61,61.5, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 3.72327e+19,1.87441
17.6,18.8, 59.5,60, 1.3,1.4, 0.6,0.7, 0.8,0.85, 0.01,0.03, 5.78923e+17,9.77824
18.8,20, 57.5,58, 1,1.1, 0.5,0.6, 0.75,0.8, 0.01,0.03, 5.07626e+17,9.66427
11.6,12.8, 57,57.5, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 4.23776e+19,1.82315
11.6,12.8, 59,59.5, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 3.5303e+18,8.26222
11.6,12.8, 57,57.5, 0,0.1, 0,0.1, 0.7,0.75, 0.03,0.05, 2.61112e+18,6.69803
11.6,12.8, 60,60.5, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.47376e+19,2.43856
14,15.2, 58,58.5, 0,0.1, 0,0.1, 0.7,0.75, 0.01,0.03, 1.12023e+19,2.90642
11.6,12.8, 60,60.5, 0,0.1, 0,0.1, 0.75,0.8, 0,0.01, 2.76086e+19,2.46424
9.2,10.4, 60,60.5, 0,0.1, 0,0.1, 0.75,0.8, 0,0.01, 3.28888e+18,8.33738
16.4,17.6, 58,58.5, 0,0.1, 0,0.1, 0.7,0.75, 0.03,0.05, 5.09976e+18,5.98311
10.4,11.6, 60,60.5, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 6.5937e+18,4.1645
11.6,12.8, 59,59.5, 0,0.1, 0,0.1, 0.7,0.75, 0.01,0.03, 9.11949e+18,3.22815
18.8,20, 58.5,59, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 1.804e+19,2.21947
14,15.2, 57.5,58, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.81315e+19,2.36347
12.8,14, 61,61.5, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 2.18053e+19,2.48324
11.6,12.8, 57,57.5, 0,0.1, 0,0.1, 0.75,0.8, 0,0.01, 3.77822e+19,2.46837
9.2,10.4, 58.5,59, 0,0.1, 0,0.1, 0.8,0.85, 0.05,0.07, 3.54792e+18,7.56834
17.6,18.8, 58.5,59, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 1.49559e+19,2.47221
16.4,17.6, 59.5,60, 0,0.1, 0,0.1, 0.75,0.8, 0.03,0.05, 7.57704e+18,4.39001
11.6,12.8, 57,57.5, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.88133e+19,2.52889
11.6,12.8, 59.5,60, 0,0.1, 0,0.1, 0.75,0.8, 0,0.01, 2.77547e+19,2.51946
17.6,18.8, 58.5,59, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.70526e+19,2.65533
14,15.2, 60,60.5, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 7.57719e+19,1.90586
17.6,18.8, 58,58.5, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.6214e+19,3.06669
9.2,10.4, 60.5,61, 0,0.1, 0,0.1, 0.8,0.85, 0.01,0.03, 3.61238e+19,1.90153
10.4,11.6, 58,58.5, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 1.76587e+19,2.45536
12.8,14, 58,58.5, 0,0.1, 0,0.1, 0.8,0.85, 0,0.01, 1.24302e+20,1.49398
17.6,18.8, 59,59.5, 0,0.1, 0,0.1, 0.8,0.85, 0.05,0.07, 3.28031e+18,5.99066
17.6,18.8, 61,61.5, 0,0.1, 0,0.1, 0.8,0.85, 0.05,0.07, 3.14282e+18,7.13566
15.2,16.4, 58,58.5, 0,0.1, 0,0.1, 0.8,0.85, 0.03,0.05, 5.08305e+18,5.52344
18.8,20, 58.5,59, 0.1,0.2, 0,0.1, 0.8,0.85, 0.03,0.05, 4.36771e+18,7.36622
10.4,11.6, 57.5,58, 0,0.1, 0,0.1, 0.75,0.8, 0.01,0.03, 2.00889e+19,2.47507
9.2,10.4, 57.5,58, 0,0.1, 0,0.1, 0.8,0.85, 0.05,0.07, 4.00449e+18,8.66111
14,15.2, 58,58.5, 0,0.1, 0,0.1, 0.4,0.6, 0.01,0.03, 6.44944e+17,5.35064
14,15.2, 61.5,62, 0,0.1, 0,0.1, 0.4,0.6, 0.01,0.03, 2.27622e+17,8.45836
9.2,10.4, 61,61.5, 0,0.1, 0,0.1, 0.85,0.88, 0.01,0.03, 7.9251e+19,1.81128
17.6,18.8, 57,57.5, 0,0.1, 0,0.1, 0.8,0.85, 0.05,0.07, 2.99693e+18,6.30936
18.8,20, 58.5,59, 0,0.1, 0,0.1, 0.8,0.85, 0.05,0.07, 7.8207e+18,4.1279
14,15.2, 61,61.5, 0,0.1, 0,0.1, 0.92,0.93, 0,0.01, 7.66288e+19,4.90632
18.8,20, 59,59.5, 0,0.1, 0,0.1, 0.9,0.91, 0.03,0.05, 4.0214e+19,4.49971
14,15.2, 57,57.5, 0,0.1, 0,0.1, 0.88,0.9, 0.01,0.03, 3.67329e+19,4.0336
17.6,18.8, 60.5,61, 0,0.1, 0,0.1, 0.9,0.91, 0.03,0.05, 4.0364e+19,4.00781
18.8,20, 59,59.5, 0,0.1, 0,0.1, 0.88,0.9, 0.03,0.05, 5.35617e+19,2.76398
17.6,18.8, 60.5,61, 0,0.1, 0,0.1, 0.91,0.92, 0.03,0.05, 4.22886e+19,6.00862
16.4,17.6, 57,57.5, 0,0.1, 0,0.1, 0.88,0.9, 0.03,0.05, 1.97902e+19,4.10848
9.2,10.4, 57.5,58, 0,0.1, 0,0.1, 0.88,0.9, 0.03,0.05, 2.66648e+19,3.47137
10.4,11.6, 60.5,61, 0,0.1, 0,0.1, 0.91,0.92, 0.03,0.05, 1.82533e+19,6.34124
10.4,11.6, 58.5,59, 0,0.1, 0,0.1, 0.88,0.9, 0.01,0.03, 4.41413e+19,3.06719
11.6,12.8, 57,57.5, 0,0.1, 0,0.1, 0.88,0.9, 0.03,0.05, 7.27129e+18,9.96855
10.4,11.6, 57,57.5, 0,0.1, 0,0.1, 0.85,0.88, 0.03,0.05, 1.45748e+19,4.62715
